lon,lat
NA,NA
NA,NA
NA,NA
NA,NA
-81.5157535,27.6648274
-77.0368707,38.9071923
NA,NA
-73.9829204,40.7381306
-77.1945247,41.2033216
NA,NA
-95.283276,38.970904
-95.712891,37.09024
-118.2436849,34.0522342
-93.7501789,32.5251516
NA,NA
NA,NA
-1.1743197,52.3555177
-79.0336374,38.0301356
NA,NA
NA,NA
NA,NA
-80.1917902,25.7616798
-98.2300124,26.2034071
-119.4179324,36.778261
-73.1967741,42.8781345
NA,NA
-87.6835974,30.4065868
-95.712891,37.09024
NA,NA
-81.5157535,27.6648274
NA,NA
NA,NA
-114.0708459,51.0486151
-74.4056612,40.0583238
-77.1945247,41.2033216
-82.3246094,37.6061055
-81.1637245,33.836081
-81.3792365,28.5383355
NA,NA
-88.8442674,42.2639098
NA,NA
-99.9018131,31.9685988
-86.80249,33.5206608
-97.4867028,35.3395079
-97.4867028,35.3395079
NA,NA
-43.3626721,-22.9481688
-91.8318334,35.20105
NA,NA
NA,NA
NA,NA
-91.8318334,35.20105
-76.1474244,43.0481221
-82.5306527,27.3364347
-88.8442674,42.2639098
-92.1476353,32.5184775
NA,NA
NA,NA
NA,NA
NA,NA
-106.7636538,32.3199396
NA,NA
NA,NA
NA,NA
NA,NA
-88.8442674,42.2639098
NA,NA
-95.712891,37.09024
-111.0937311,34.0489281
-84.2700179,37.8393332
-83.1649001,29.5207227
NA,NA
NA,NA
-95.712891,37.09024
-95.712891,37.09024
-87.6297982,41.8781136
-118.2436849,34.0522342
-99.9018131,31.9685988
NA,NA
-78.6568942,37.4315734
NA,NA
-111.0937311,34.0489281
-73.8205567,45.4895636
-73.9441579,40.6781784
NA,NA
-94.5785667,39.0997265
-87.6297982,41.8781136
-74.0059728,40.7127753
-111.0937311,34.0489281
-15.5474373,27.9202202
-122.412159,47.2861068
-96.7969879,32.7766642
-119.4179324,36.778261
-74.4056612,40.0583238
-119.4179324,36.778261
-0.7466134,52.0209743
NA,NA
-87.9653565,42.2393323
NA,NA
-77.0368707,38.9071923
NA,NA
-73.7948516,41.1220194
-81.2811801,28.2489016
-82.9000751,32.1656221
-91.8318334,37.9642529
-78.7989124,38.6131746
-96.6388833,32.912624
NA,NA
NA,NA
-123.9369771,49.1661909
-120.079868,34.6144313
NA,NA
-96.6786131,34.2362054
-115.1398296,36.1699412
NA,NA
NA,NA
-122.4194155,37.7749295
NA,NA
-81.2811801,28.2489016
-119.4179324,36.778261
NA,NA
-118.442596,34.0412085
-82.9000751,32.1656221
-84.5120196,39.1031182
NA,NA
NA,NA
-95.712891,37.09024
-81.1637245,33.836081
-0.9432701,51.4544162
NA,NA
-99.9018131,31.9685988
-90.0715323,29.9510658
-84.1916069,39.7589478
NA,NA
NA,NA
-71.3824374,42.4072107
-78.6568942,37.4315734
NA,NA
-87.6297982,41.8781136
NA,NA
NA,NA
-72.7420151,41.7620842
-102.4107493,34.2331373
-84.5085447,35.8809084
NA,NA
-119.2290316,34.274646
-119.4179324,36.778261
NA,NA
-71.4372796,41.7798226
NA,NA
20.6285676,50.8660773
-95.712891,37.09024
NA,NA
-101.8551665,33.5778631
-84.6052206,38.7828437
-86.39027,35.8456213
-76.6412712,39.0457549
-79.3831843,43.653226
-79.6903316,44.3893556
-91.7548473,32.4773643
-81.5157535,27.6648274
-71.542969,-35.675147
NA,NA
-119.4179324,36.778261
-84.9877094,32.4609764
-120.6596156,35.2827524
NA,NA
NA,NA
-95.712891,37.09024
-120.5542012,43.8041334
NA,NA
NA,NA
-80.1944763,40.6668589
-75.1652215,39.9525839
-74.0059728,40.7127753
-106.346771,56.130366
-91.8318334,37.9642529
NA,NA
NA,NA
-81.3792365,28.5383355
-117.9188221,33.6412156
NA,NA
-105.2210997,39.755543
-86.902298,32.3182314
-85.6023643,44.3148443
-77.0368707,38.9071923
-82.8001026,27.9658533
-102.552784,23.634501
NA,NA
-95.712891,37.09024
5.291266,52.132633
-84.3879824,33.7489954
-85.6023643,44.3148443
-94.7954783,30.057993
NA,NA
-74.5402506,40.2677539
-87.6297982,41.8781136
-73.2612615,41.1408363
NA,NA
-74.0059728,40.7127753
-95.3698028,29.7604267
NA,NA
133.775136,-25.274398
NA,NA
NA,NA
-81.6943605,41.49932
-47.8465761,-23.3492186
-94.7954783,30.057993
-117.1610838,32.715738
-76.6412712,39.0457549
-110.3187608,39.0880274
NA,NA
-91.8318334,37.9642529
-84.3879824,33.7489954
-75.977985,36.8529263
NA,NA
-84.3879824,33.7489954
-122.3320708,47.6062095
NA,NA
-85.6023643,44.3148443
NA,NA
-78.8783689,42.8864468
121.2682486,14.1773034
-91.5638053,40.6976102
-79.0192997,35.7595731
NA,NA
-92.3128886,42.4432183
-118.2436849,34.0522342
-80.2213477,40.5169767
NA,NA
NA,NA
NA,NA
NA,NA
-123.0724139,49.3199816
-118.2436849,34.0522342
NA,NA
NA,NA
-87.6297982,41.8781136
-115.1398296,36.1699412
-77.0368707,38.9071923
-77.5425986,39.8406628
-0.3818239,39.4650631
-121.2357828,38.7907339
-99.9018131,31.9685988
NA,NA
-96.6786131,34.2362054
-74.0059728,40.7127753
NA,NA
-93.097702,41.8780025
NA,NA
NA,NA
NA,NA
-93.7501789,32.5251516
-112.0740373,33.4483771
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
-78.898619,35.9940329
-0.1277583,51.5073509
-106.346771,56.130366
-114.0708459,51.0486151
-80.3689538,41.800611
-97.4253185,35.878937
NA,NA
NA,NA
-81.5157535,27.6648274
-80.3040424,42.8372632
-117.1610966,32.7157305
NA,NA
-119.4179324,36.778261
-81.5157535,27.6648274
-77.6611025,42.3278477
-75.6971931,45.4215296
-87.6746938,37.9582437
-76.8732921,42.3806287
NA,NA
-78.8783689,42.8864468
NA,NA
NA,NA
-94.6114667,36.5231977
NA,NA
NA,NA
NA,NA
-84.5120196,39.1031182
-80.8567501,40.9008923
-92.9593797,44.9238552
-2.13125,49.214439
-94.7404891,32.5007037
-118.3617443,34.0900091
-87.6297982,41.8781136
NA,NA
NA,NA
-95.712891,37.09024
NA,NA
NA,NA
-86.80249,33.5206608
-96.4125075,34.8789766
-115.1745559,36.1023715
-118.2436849,34.0522342
-99.9018131,31.9685988
-84.3879824,33.7489954
-89.3985283,32.3546679
-91.8318334,37.9642529
-95.712891,37.09024
-84.0043513,34.1206564
-116.419389,34.9592083
-119.4179324,36.778261
-89.2447232,38.2302951
-75.1652215,39.9525839
-76.9423672,38.5911751
-80.0533746,26.7153424
NA,NA
-122.2913078,37.8271784
-95.6349463,29.6196787
-82.9000751,32.1656221
NA,NA
-74.0059728,40.7127753
-95.712891,37.09024
NA,NA
NA,NA
NA,NA
NA,NA
-95.712891,37.09024
-116.419389,34.9592083
-112.0263313,41.1616108
NA,NA
NA,NA
-121.4943996,38.5815719
NA,NA
-82.0569249,28.8487689
NA,NA
-71.1259978,44.051441
-4.2026458,56.4906712
NA,NA
-86.7816016,36.1626638
NA,NA
NA,NA
NA,NA
-95.555513,33.6609389
-87.6166884,41.8623132
-80.9530353,46.522099
-81.5157535,27.6648274
NA,NA
-114.6276916,32.6926512
-81.8191658,38.3793695
-114.0708459,51.0486151
NA,NA
-84.2529869,38.2097987
-111.6547075,35.1851895
NA,NA
-122.3320708,47.6062095
-87.6297982,41.8781136
NA,NA
-106.346771,56.130366
-77.921719,34.207709
NA,NA
-118.0120086,33.9172357
-117.3961564,33.9533487
NA,NA
NA,NA
NA,NA
NA,NA
-91.1403196,30.4582829
-85.6023643,44.3148443
-95.3010624,32.3512601
-117.9143012,33.8365932
NA,NA
-81.5157535,27.6648274
NA,NA
-80.3582261,27.2730492
-117.1610838,32.715738
NA,NA
-86.5804473,35.5174913
NA,NA
-91.1403196,30.4582829
-79.0192997,35.7595731
-116.9337711,44.0782195
-122.3320708,47.6062095
NA,NA
-78.8314381,35.7603039
-82.907123,40.4172871
-88.7542254,35.8406225
-86.158068,39.768403
-96.8645856,32.7362591
NA,NA
-116.9337711,44.0782195
-97.3208492,32.5420821
-80.0364297,26.7056206
-93.6091064,41.6005448
NA,NA
NA,NA
-96.6786131,34.2362054
NA,NA
-73.567256,45.5016889
-118.781482,34.2694474
NA,NA
-97.5164276,35.4675602
NA,NA
-120.7401385,47.7510741
-95.712891,37.09024
NA,NA
NA,NA
-115.1398296,36.1699412
76.2144349,10.5276416
NA,NA
-77.0368707,38.9071923
NA,NA
NA,NA
-81.2452768,42.9849233
-118.0853451,33.9472359
NA,NA
NA,NA
-99.9018131,43.9695148
-97.092877,35.0077519
NA,NA
NA,NA
NA,NA
-79.0192997,35.7595731
-88.8753371,36.5008943
-85.9119215,36.9958839
NA,NA
-73.134961,40.789142
-119.7889248,36.9915398
-122.9070339,44.5365119
NA,NA
NA,NA
-95.712891,37.09024
-96.6786131,34.2362054
NA,NA
NA,NA
-118.330185,34.0998174
NA,NA
-78.866111,43.077222
77.2090212,28.6139391
NA,NA
19.145136,51.919438
NA,NA
-96.6786131,34.2362054
-106.346771,56.130366
-105.2551187,54.5259614
-0.1277583,51.5073509
-122.4598502,47.4473204
-118.781482,34.2694474
-81.3792365,28.5383355
NA,NA
-90.1994042,38.6270025
-119.4179324,36.778261
-77.4291298,39.0066993
-99.9018131,31.9685988
NA,NA
-87.6297982,41.8781136
-91.9623327,30.9842977
-74.0059728,40.7127753
-87.9653565,42.2393323
-96.6851982,40.8257625
NA,NA
-75.1652215,39.9525839
-98.187989,29.307488
-87.6297982,41.8781136
NA,NA
NA,NA
35.243322,38.963745
-87.6297982,41.8781136
-122.3320708,47.6062095
22.937506,-30.559482
-81.0998342,32.0835407
-120.5542012,43.8041334
-121.8863286,37.3382082
-75.5668166,39.6620397
-77.0307639,38.9979542
-121.5635581,37.019767
-87.6297982,41.8781136
-93.7501789,32.5251516
-90.0656311,30.3582506
-91.9623327,30.9842977
-95.712891,37.09024
NA,NA
NA,NA
-95.712891,37.09024
-99.9018131,41.4925374
NA,NA
-85.7584557,38.2526647
NA,NA
-76.6121893,39.2903848
-87.6297982,41.8781136
NA,NA
-118.2436849,34.0522342
-119.0187125,35.3732921
-97.3957793,42.0492205
NA,NA
NA,NA
NA,NA
-75.6342521,40.0784461
-81.1637245,33.836081
-122.4194155,37.7749295
-79.0192997,35.7595731
-75.4557303,43.2128473
-81.0998342,32.0835407
NA,NA
NA,NA
-117.1817377,46.7297771
-116.419389,34.9592083
-96.7969879,32.7766642
-119.4179324,36.778261
-91.9623327,30.9842977
-83.6299518,42.9275277
NA,NA
-96.948328,32.808286
-80.034783,45.3473925
-88.914102,40.482914
NA,NA
-95.712891,37.09024
NA,NA
-79.9958864,40.4406248
-122.3320708,47.6062095
-97.4394777,35.2225668
-104.990251,39.7392358
-99.9018131,31.9685988
-84.3879824,33.7489954
-77.4291298,39.0066993
-121.4240425,38.5611436
-93.2650108,44.977753
12.5683372,55.6760968
NA,NA
-97.5164276,35.4675602
-94.7954783,30.057993
-88.0111746,41.8089191
-87.7479528,41.719978
-87.9656098,41.5119761
NA,NA
-86.5804473,35.5174913
-105.8700901,34.5199402
NA,NA
NA,NA
-102.4107493,34.2331373
-120.5542012,43.8041334
-90.4531535,31.2437872
-71.0588801,42.3600825
-87.8486613,41.4958665
-87.861726,41.8347535
-88.4472948,41.6411409
-87.9370052,41.8008642
-87.9653565,42.2393323
NA,NA
NA,NA
-88.3053525,41.8875281
NA,NA
NA,NA
-88.03424,42.1103041
NA,NA
-84.3879824,33.7489954
-110.9090553,32.2073863
-106.009897,51.7778129
-90.0715323,29.9510658
NA,NA
NA,NA
NA,NA
NA,NA
-87.6297982,41.8781136
-95.712891,37.09024
-81.9570465,28.0121528
NA,NA
-80.2767327,26.6514503
-86.80249,33.5206608
NA,NA
-95.712891,37.09024
-79.0192997,35.7595731
144.9630576,-37.8136276
NA,NA
-84.2700179,37.8393332
NA,NA
NA,NA
-74.171811,40.9167654
-117.1610838,32.715738
-117.1610838,32.715738
-112.0740373,33.4483771
-89.3985283,40.6331249
-87.9403418,41.8994744
-88.0503406,41.7469749
-87.9381112,41.6000317
NA,NA
-87.8028402,42.0189191
-89.0092741,42.4133505
-88.0747875,41.801141
-87.8406192,42.0111412
-88.0934108,42.1969689
-88.3086867,41.9141945
-87.81367,41.8794758
-88.0895061,41.6475306
NA,NA
-88.3514596,41.6828074
NA,NA
NA,NA
-88.2120315,41.632223
-88.4281415,42.1680796
NA,NA
NA,NA
NA,NA
NA,NA
-73.567256,45.5016889
-123.2620435,44.5645659
-94.0596305,32.4787644
-82.9987942,39.9611755
-74.2295891,40.41483
-77.6109219,43.16103
-73.9441579,40.6781784
NA,NA
-117.8531007,33.7879139
NA,NA
NA,NA
NA,NA
-106.346771,56.130366
-74.0059728,40.7127753
NA,NA
-80.1917902,25.7616798
-117.6861023,33.6469437
NA,NA
-115.1398296,36.1699412
NA,NA
-91.7810132,41.9194471
NA,NA
-95.712891,37.09024
-87.6297982,41.8781136
-117.1610838,32.715738
-87.6297982,41.8781136
-93.7501789,32.5251516
-4.629179,55.458564
-87.6297982,41.8781136
-115.1175013,36.1988592
NA,NA
-87.9631308,42.1662831
-87.6297982,41.8781136
-86.7816016,36.1626638
-106.34979,31.796983
-115.1398296,36.1699412
-77.0368707,38.9071923
-95.712891,37.09024
-82.4571776,27.950575
-97.3307658,32.7554883
-122.6764815,45.5230622
NA,NA
-81.5157535,27.6648274
NA,NA
-118.2436849,34.0522342
-94.0376881,33.4417915
-106.7636538,32.3199396
-119.4179324,36.778261
NA,NA
NA,NA
NA,NA
73.8567437,18.5204303
-87.6297982,41.8781136
-95.3698028,29.7604267
-87.6297982,41.8781136
-87.6876969,42.0450722
-88.0683955,41.6986416
-87.7932939,41.5731442
-88.3125738,41.8500284
-87.9183919,41.7489203
NA,NA
-87.9858863,41.4225316
-87.6802748,41.9227067
-87.9006155,41.8097532
NA,NA
-87.7416246,42.0324025
-87.8539425,41.6303103
-97.4253185,35.878937
-81.3792365,28.5383355
NA,NA
-77.0368707,38.9071923
-96.7311034,43.5445959
-84.9877094,32.4609764
-80.1373174,26.1224386
NA,NA
NA,NA
NA,NA
-118.2436849,34.0522342
NA,NA
-2.9436644,53.3976041
-80.9369983,29.0963729
NA,NA
-95.712891,37.09024
NA,NA
-88.2286735,41.4294753
-87.9535534,41.8397865
-88.2825668,42.0354084
-87.9737943,41.7483483
-87.6355995,41.506146
-84.0167423,43.7109732
NA,NA
-82.6402915,27.7676008
-74.4056612,40.0583238
-86.7816016,36.1626638
