lon,lat
-110.9559192,29.0729673
-89.9839935,38.5200504
-108.985882,25.7904657
-100.3161126,25.6866142
-81.1280714,29.1416823
-98.3420118,40.9263957
-72.9278835,41.308274
NA,NA
-111.8568586,31.8500823
-107.4795173,25.1721091
-77.2651592,38.6262579
-106.4111425,23.2494148
NA,NA
-86.8099885,33.2856687
-81.1637245,33.836081
-97.7430608,30.267153
NA,NA
NA,NA
NA,NA
NA,NA
-111.8910474,40.7607793
-102.552784,23.634501
NA,NA
NA,NA
-97.7430608,30.267153
NA,NA
-77.0368707,38.9071923
-66.590149,18.220833
-94.6858998,46.729553
-118.2436849,34.0522342
-99.9018131,31.9685988
NA,NA
NA,NA
NA,NA
-87.9064736,43.0389025
NA,NA
NA,NA
-79.8392158,40.5011794
NA,NA
-100.5408622,28.6916182
-122.4194155,37.7749295
-79.0192997,35.7595731
-98.4936282,29.4241219
NA,NA
-117.1610838,32.715738
-105.084423,40.5852602
-84.2700179,37.8393332
NA,NA
NA,NA
-105.0874842,39.8027644
NA,NA
-96.4003069,42.4999942
-96.4003069,42.4999942
-119.4179324,36.778261
-91.9623327,30.9842977
-79.3831843,43.653226
NA,NA
-70.6692655,-33.4488897
-76.5660529,42.9317335
NA,NA
-66.58973,6.42375
-120.5542012,43.8041334
-94.8858492,47.4875361
-95.712891,37.09024
-118.2436849,34.0522342
139.6917064,35.6894875
NA,NA
NA,NA
-95.712891,37.09024
NA,NA
NA,NA
-95.712891,37.09024
-108.4673051,25.5666987
NA,NA
NA,NA
-95.712891,37.09024
-0.9480051,38.0855528
NA,NA
-71.5500276,-33.0153481
NA,NA
-95.712891,37.09024
NA,NA
NA,NA
-80.1917902,25.7616798
NA,NA
-0.1277583,51.5073509
-79.7919754,36.0726354
NA,NA
NA,NA
NA,NA
-74.0120817,40.2203907
NA,NA
NA,NA
-98.4864829,45.4646985
NA,NA
-73.8648268,40.8447819
-95.712891,37.09024
-121.4943996,38.5815719
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
-76.4921829,38.9784453
NA,NA
NA,NA
-114.771711,32.4518877
NA,NA
-114.771711,32.4518877
NA,NA
-99.9018131,31.9685988
-83.0146526,42.5144566
-98.4936282,29.4241219
-80.1917902,25.7616798
NA,NA
72.847753,19.1030311
-83.6516063,42.46059
-110.9559192,29.0729673
-74.0059728,40.7127753
-95.712891,37.09024
NA,NA
-66.58973,6.42375
-111.9426452,33.5311541
-79.6735841,41.6262707
-79.6735841,41.6262707
NA,NA
NA,NA
-98.7591311,20.1010608
NA,NA
NA,NA
NA,NA
-117.1610838,32.715738
NA,NA
-71.0765188,42.3388111
NA,NA
NA,NA
-74.0059728,40.7127753
NA,NA
NA,NA
NA,NA
-70.6930568,19.4791963
-109.4437493,27.0727573
-109.4437493,27.0727573
-66.58973,6.42375
-89.3985283,40.6331249
16.3738189,48.2081743
-110.9559192,29.0729673
-110.9559192,29.0729673
NA,NA
-100.9855409,22.1564699
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
-108.9917304,25.7904061
-74.0059728,40.7127753
-114.0708459,51.0486151
NA,NA
NA,NA
-118.2436849,34.0522342
-80.1917902,25.7616798
NA,NA
-92.1735164,38.5767017
NA,NA
NA,NA
-66.58973,6.42375
NA,NA
NA,NA
-74.0059728,40.7127753
-103.3496092,20.6596988
NA,NA
NA,NA
-111.0937311,34.0489281
NA,NA
-93.2650108,44.977753
-123.8264512,46.5180824
-70.861985,41.991213
-81.3414649,41.1490629
-71.0765188,42.3388111
-73.7751326,41.0748188
-122.8037102,45.487062
-100.9855409,22.1564699
NA,NA
NA,NA
NA,NA
-86.158068,39.768403
NA,NA
-69.9312117,18.4860575
NA,NA
-83.6300826,41.3797788
-81.655651,30.3321838
-91.8258344,30.3251901
NA,NA
NA,NA
-118.8596804,35.4937274
-102.552784,23.634501
-98.7591311,20.1010608
NA,NA
-120.6596156,35.2827524
-70.162651,18.735693
-70.6157308,19.487759
-100.9855409,22.1564699
-98.6960424,20.0708947
-98.7623874,20.0910963
NA,NA
-71.1097335,42.3736158
-70.162651,18.735693
-72.9278835,41.308274
-121.3541631,36.3136201
-100.973678,25.4383234
-100.973678,25.4383234
-71.0588801,42.3600825
-99.133208,19.4326077
-93.2173758,30.2265949
-72.7194906,-37.271425
-103.3496092,20.6596988
-96.7969879,32.7766642
-77.1710914,38.882334
-100.973678,25.4383234
-78.458708,38.253749
NA,NA
NA,NA
-123.8264512,46.5180824
NA,NA
NA,NA
NA,NA
-95.9979883,41.2523634
NA,NA
NA,NA
NA,NA
-102.552784,23.634501
-70.162651,18.735693
NA,NA
-110.9559192,29.0729673
-74.0059728,40.7127753
NA,NA
-98.2062727,19.0414398
NA,NA
-100.9855409,22.1564699
-74.0059728,40.7127753
-102.552784,23.634501
-110.3308814,29.2972247
-122.2913078,37.8271784
-102.552784,23.634501
-73.567256,45.5016889
-95.712891,37.09024
NA,NA
-94.7976958,29.3013479
-76.9425543,38.9869183
-80.0942087,26.9342246
NA,NA
-82.3248262,29.6516344
-108.9917304,25.7904061
-100.3161126,25.6866142
NA,NA
NA,NA
NA,NA
-85.6023643,44.3148443
-100.9854628,22.1565651
NA,NA
-85.323214,51.253775
-82.3248262,29.6516344
-95.712891,37.09024
-70.162651,18.735693
-90.4784621,42.73416
-108.9917304,25.7904061
NA,NA
-112.0740373,33.4483771
-78.6381787,35.7795897
-80.1917902,25.7616798
-95.3698028,29.7604267
-60.0375098,-22.352316
-98.4936282,29.4241219
-119.7725868,36.7468422
-74.0059728,40.7127753
NA,NA
NA,NA
-96.7969879,32.7766642
NA,NA
-121.4943996,38.5815719
NA,NA
-121.4943996,38.5815719
-66.58973,6.42375
NA,NA
-77.0909809,38.8816208
-82.3248262,29.6516344
-90.1994042,38.6270025
-89.4012302,43.0730517
-7.6920536,53.1423672
-75.1969346,39.8422093
-82.3248262,29.6516344
NA,NA
NA,NA
NA,NA
-71.2309935,18.8096268
-74.5143232,40.9012101
-106.346771,56.130366
-117.1610838,32.715738
NA,NA
NA,NA
-82.3248262,29.6516344
NA,NA
-106.346771,56.130366
-106.6367127,48.1969637
NA,NA
NA,NA
NA,NA
NA,NA
-93.2650108,44.977753
NA,NA
-100.9855409,22.1564699
-94.9271868,38.8108408
-73.1331651,41.1845415
-79.7624177,43.7315479
NA,NA
NA,NA
NA,NA
-93.1566112,45.0502435
NA,NA
-118.2436596,34.0522265
-93.2650108,44.977753
NA,NA
-107.3940117,24.8090649
NA,NA
-107.3940117,24.8090649
-80.1917902,25.7616798
-122.3320708,47.6062095
-79.0558445,35.9131996
0.290472,50.768035
NA,NA
9.501785,56.26392
-99.0018424,22.0025712
-74.511172,40.3025907
-95.712891,37.09024
-74.0059728,40.7127753
-74.0059728,40.7127753
-102.552784,23.634501
NA,NA
NA,NA
-86.1560009,40.005334
NA,NA
NA,NA
-75.1969346,39.8422093
NA,NA
-77.0368707,38.9071923
NA,NA
-95.712891,37.09024
-122.4194155,37.7749295
NA,NA
-98.2374954,19.318154
-88.4153847,44.2619309
-75.1969346,39.8422093
-75.1652215,39.9525839
-102.552784,23.634501
-80.0942087,26.9342246
NA,NA
NA,NA
NA,NA
NA,NA
-66.590149,18.220833
NA,NA
-86.9080655,40.4258686
-73.9441579,40.6781784
-81.5157535,27.6648274
-75.1652215,39.9525839
-75.4142592,40.6314858
NA,NA
-108.985882,25.7904657
19.5033041,47.162494
NA,NA
-94.7976958,29.3013479
-75.1969346,39.8422093
-76.9364691,38.902984
-70.162651,18.735693
NA,NA
-99.133208,19.4326077
NA,NA
-88.9548001,39.8403147
-82.4734787,36.2942722
-98.4936282,29.4241219
-93.2650108,44.977753
-77.0368707,38.9071923
-71.0588801,42.3600825
-74.6049061,40.5939636
-79.8711024,43.2557206
-71.0588801,42.3600825
-75.6971931,45.4215296
-80.0942087,26.9342246
-80.0942087,26.9342246
-93.0899578,44.9537029
-98.2062727,19.0414398
-83.6324022,32.8406946
-79.0192997,35.7595731
-74.4518188,40.4862157
7.4708703,9.0798506
-73.9441579,40.6781784
-84.269857,33.246755
-85.1393513,41.079273
-85.1393513,41.079273
-95.712891,37.09024
NA,NA
-1.8882174,52.4868584
-122.2585399,37.8718992
NA,NA
-71.0588801,42.3600825
NA,NA
NA,NA
-95.712891,37.09024
NA,NA
-95.712891,37.09024
NA,NA
-95.3698028,29.7604267
-95.1902986,30.0575359
NA,NA
NA,NA
NA,NA
-75.1969346,39.8422093
-77.8367282,40.8765649
NA,NA
NA,NA
NA,NA
-79.3831843,43.653226
0.121817,52.205337
NA,NA
NA,NA
-4.4213988,36.7212737
-91.8318334,37.9642529
-93.2650108,44.977753
-93.2650108,44.977753
-95.712891,37.09024
NA,NA
-86.158068,39.768403
-118.452272,34.151289
NA,NA
-66.58973,6.42375
NA,NA
NA,NA
-4.7277528,37.5442706
-93.2650108,44.977753
NA,NA
NA,NA
NA,NA
-76.6121893,39.2903848
NA,NA
-120.8958242,38.8375215
14.0153557,37.5999938
NA,NA
NA,NA
-93.2650108,44.977753
-105.084423,40.5852602
25.7481511,61.92411
-93.2650108,44.977753
-117.1610838,32.715738
-80.6081089,28.0836269
NA,NA
-74.5402506,40.2677539
-93.2650108,44.977753
NA,NA
-121.4943996,38.5815719
-121.4943996,38.5815719
-93.2650108,44.977753
-93.2650108,44.977753
-77.0368707,38.9071923
-93.2650108,44.977753
NA,NA
-89.4012302,43.0730517
NA,NA
-79.3370188,43.8561002
-100.9854628,22.1565651
-79.3831843,43.653226
-73.087749,41.6032207
-88.7878678,43.7844397
5.291266,52.132633
26.1322853,44.6202526
-93.097702,41.8780025
26.1322853,44.6202526
NA,NA
NA,NA
NA,NA
-72.6239953,41.7203492
NA,NA
-118.2436849,34.0522342
-78.6381787,35.7795897
-99.133208,19.4326077
NA,NA
-92.4801989,44.0121221
NA,NA
NA,NA
NA,NA
-97.2392359,37.6780742
-92.4801989,44.0121221
54.3773438,24.453884
-102.552784,23.634501
-110.9559192,29.0729673
NA,NA
NA,NA
-74.0059728,40.7127753
-80.8431267,35.2270869
-112.0740373,33.4483771
-104.9302662,37.9236194
NA,NA
-96.9101806,19.5437751
NA,NA
NA,NA
-88.2314813,43.0116784
NA,NA
4.8951679,52.3702157
NA,NA
NA,NA
NA,NA
NA,NA
-74.0059728,40.7127753
-81.5157535,27.6648274
-0.0955381,51.5416261
11.0679977,60.7945331
-106.313081,42.866632
-106.313081,42.866632
-98.2374954,19.318154
NA,NA
-76.5057988,39.3218962
-117.9988026,33.6594835
NA,NA
-110.9559192,29.0729673
-120.7401385,47.7510741
-98.2374954,19.318154
-82.4571776,27.950575
-74.0059728,40.7127753
-75.1652215,39.9525839
-73.7562317,42.6525793
NA,NA
-75.1652215,39.9525839
-87.6297982,41.8781136
NA,NA
8.468946,60.472024
-3.74922,40.463667
-111.9260519,33.4941704
-95.712891,37.09024
-82.9000751,32.1656221
-102.552784,23.634501
-100.4071736,20.626999
NA,NA
-105.7820674,39.5500507
NA,NA
-75.1652215,39.9525839
NA,NA
-109.940064,27.4934041
-79.0867579,43.8384117
NA,NA
NA,NA
NA,NA
-117.7262981,33.5684605
18.0685808,59.3293235
NA,NA
NA,NA
-86.39027,35.8456213
NA,NA
NA,NA
NA,NA
NA,NA
-66.58973,6.42375
-95.712891,37.09024
NA,NA
-99.1373136,19.4361609
NA,NA
-84.3879824,33.7489954
NA,NA
-77.1945247,41.2033216
NA,NA
-70.5573124,-33.3989812
-122.1430195,37.4418834
-77.026088,38.9906657
-75.6971931,45.4215296
NA,NA
-92.9475061,17.989456
NA,NA
NA,NA
-70.6930568,19.4791963
-99.133208,19.4326077
NA,NA
NA,NA
-77.0909809,38.8816208
NA,NA
NA,NA
NA,NA
-120.7401385,47.7510741
NA,NA
NA,NA
NA,NA
NA,NA
-120.7401385,47.7510741
-77.0368707,38.9071923
-120.7401385,47.7510741
-100.3161126,25.6866142
NA,NA
NA,NA
-82.907123,40.4172871
-75.6971931,45.4215296
NA,NA
NA,NA
-64.6334643,10.2007985
NA,NA
NA,NA
-87.1436532,37.270185
-84.3879824,33.7489954
NA,NA
-102.552784,23.634501
-79.9958864,40.4406248
-77.0368707,38.9071923
NA,NA
-77.0368707,38.9071923
-73.5491361,52.9399159
-77.0368707,38.9071923
-102.552784,23.634501
NA,NA
NA,NA
-84.4821719,42.701848
-77.0368707,38.9071923
21.824312,39.074208
-120.7401385,47.7510741
NA,NA
-102.552784,23.634501
NA,NA
NA,NA
-97.7430608,30.267153
71.9243183,30.4911461
-106.346771,56.130366
-97.7430608,30.267153
-96.7969879,32.7766642
-95.712891,37.09024
-85.6023643,44.3148443
-82.5306527,27.3364347
NA,NA
NA,NA
-92.1735164,38.5767017
NA,NA
-103.3496092,20.6596988
-81.6943605,41.49932
-77.1945247,41.2033216
-82.9000751,32.1656221
-110.9559192,29.0729673
-95.712891,37.09024
NA,NA
-72.6850932,41.7637111
23.7275388,37.9838096
-107.3940117,24.8090649
-81.5157535,27.6648274
-73.2453946,40.7250986
NA,NA
-115.4703923,32.6474139
-95.712891,37.09024
-77.1945247,41.2033216
NA,NA
-95.9979883,41.2523634
-79.0192997,35.7595731
NA,NA
-86.158068,39.768403
-74.6329363,40.5695474
-123.0724139,49.3199816
-120.7401385,47.7510741
-73.5491361,52.9399159
-95.712891,37.09024
-79.3831843,43.653226
NA,NA
-75.3399048,40.121497
-120.7401385,47.7510741
NA,NA
NA,NA
NA,NA
-99.133208,19.4326077
-119.4179324,36.778261
-127.6476205,53.7266683
-95.712891,37.09024
NA,NA
-79.3831843,43.653226
-122.2913078,37.8271784
NA,NA
-73.567256,45.5016889
-93.1292353,16.7569318
NA,NA
-93.097702,41.8780025
NA,NA
NA,NA
NA,NA
-77.0368707,38.9071923
-73.7562317,42.6525793
NA,NA
-74.0059728,40.7127753
-102.552784,23.634501
-82.907123,40.4172871
-123.0724139,49.3199816
NA,NA
NA,NA
-114.0708459,51.0486151
-90.0715323,29.9510658
-93.4798243,45.0247879
-77.5367043,38.723303
NA,NA
-101.3551696,37.5814095
NA,NA
-79.9192702,22.4937204
NA,NA
NA,NA
-74.0059728,40.7127753
-98.4936282,29.4241219
NA,NA
NA,NA
NA,NA
NA,NA
-75.6971931,45.4215296
NA,NA
-95.845586,36.254479
NA,NA
NA,NA
-66.58973,6.42375
-79.3831843,43.653226
-81.5157535,27.6648274
-86.5804473,35.5174913
-95.712891,37.09024
101.6958449,3.146642
-4.2026458,56.4906712
4.3517211,50.8503463
4.469936,50.503887
133.775136,-25.274398
-111.9260519,33.4941704
-99.9018131,31.9685988
NA,NA
-115.1398296,36.1699412
-119.4179324,36.778261
-110.9559192,29.0729673
-101.6859605,21.1250077
NA,NA
NA,NA
-83.2841304,42.542714
-110.9559192,29.0729673
-121.7816704,42.224867
NA,NA
NA,NA
-102.552784,23.634501
NA,NA
NA,NA
-79.3831843,43.653226
-73.9441579,40.6781784
NA,NA
-74.0059728,40.7127753
NA,NA
NA,NA
-122.2913078,37.8271784
-96.0162417,41.2384201
NA,NA
NA,NA
-74.0059728,40.7127753
-102.552784,23.634501
-110.3308814,29.2972247
NA,NA
-98.2374954,19.318154
NA,NA
NA,NA
-99.9018131,41.4925374
NA,NA
-100.9855409,22.1564699
-110.9559192,29.0729673
-110.9559192,29.0729673
NA,NA
-79.0192997,35.7595731
-102.552784,23.634501
-102.552784,23.634501
-102.552784,23.634501
NA,NA
-78.9728056,35.1679395
-74.3859831,40.446495
-95.712891,37.09024
-98.1842432,43.0386053
-102.552784,23.634501
NA,NA
-75.015152,-9.189967
NA,NA
NA,NA
-102.552784,23.634501
-95.971261,36.153315
-95.712891,37.09024
-4.2026458,56.4906712
-92.4453161,42.5348993
NA,NA
NA,NA
-98.9956928,19.3509003
-90.1994042,38.6270025
-71.0588801,42.3600825
NA,NA
-99.133208,19.4326077
-95.712891,37.09024
-119.4179324,36.778261
-102.552784,23.634501
-104.8945887,21.5041651
-115.4522623,32.6245389
-110.9559192,29.0729673
-110.9559192,29.0729673
NA,NA
-96.0641676,39.834165
-81.0348144,34.0007104
NA,NA
NA,NA
NA,NA
-110.3308814,29.2972247
-125.4493906,49.6506376
NA,NA
-88.0314174,43.2159232
-111.9260519,33.4941704
NA,NA
NA,NA
-97.0544341,28.0205733
NA,NA
NA,NA
-99.2311361,18.9369695
-96.8928309,33.0806083
NA,NA
NA,NA
NA,NA
-75.1969346,39.8422093
-78.4766781,38.0293059
NA,NA
NA,NA
NA,NA
NA,NA
-95.9979883,41.2523634
NA,NA
-95.9979883,41.2523634
-110.3308814,29.2972247
-104.990251,39.7392358
NA,NA
NA,NA
-121.4943996,38.5815719
-99.2114234,19.2790911
-110.3308814,29.2972247
-99.133208,19.4326077
-106.346771,56.130366
-119.7074096,39.649077
NA,NA
-85.323214,51.253775
-77.0368707,38.9071923
NA,NA
-109.4437493,27.0727573
-81.5190053,41.0814447
-96.5991593,32.7667955
NA,NA
144.9630576,-37.8136276
-73.9712488,40.7830603
-74.0059728,40.7127753
-100.0170787,37.7527982
-90.6645718,42.5005583
NA,NA
-77.0368707,38.9071923
NA,NA
NA,NA
NA,NA
NA,NA
-76.8867008,40.2731911
0.121817,52.205337
-102.552784,23.634501
-102.552784,23.634501
NA,NA
-74.0059728,40.7127753
-73.8648268,40.8447819
NA,NA
-95.712891,37.09024
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
-80.1917902,25.7616798
-117.0430865,34.033625
46.6752957,24.7135517
NA,NA
39.8579118,21.3890824
-95.712891,37.09024
NA,NA
NA,NA
-115.4522623,32.6245389
-71.0588801,42.3600825
-87.2550353,41.5322592
-71.3824374,42.4072107
46.7300199,24.7911962
NA,NA
-95.9445866,40.163891
NA,NA
NA,NA
-106.346771,56.130366
-91.9623327,30.9842977
NA,NA
-76.6121893,39.2903848
-93.2650108,44.977753
-159.4852778,22.2236111
-76.6121893,39.2903848
NA,NA
-74.90989,40.6367682
NA,NA
NA,NA
NA,NA
-116.5765035,53.9332706
-89.5925857,20.9673702
NA,NA
NA,NA
-96.84995,32.977735
NA,NA
NA,NA
-76.6121893,39.2903848
NA,NA
NA,NA
-93.2650108,44.977753
NA,NA
-83.6874562,43.0125274
-79.6441198,43.5890452
NA,NA
NA,NA
NA,NA
-75.1969346,39.8422093
-75.1969346,39.8422093
-76.6121893,39.2903848
-95.712891,37.09024
-71.0588801,42.3600825
-92.6493595,41.2916728
-85.323214,51.253775
-80.244216,36.0998596
NA,NA
NA,NA
-79.7624177,43.7315479
NA,NA
NA,NA
-83.7430378,42.2808256
-95.712891,37.09024
-95.712891,37.09024
-95.712891,37.09024
-119.4179324,36.778261
NA,NA
-74.0059728,40.7127753
-85.6023643,44.3148443
NA,NA
-89.3985283,40.6331249
9.501785,56.26392
-95.4152056,29.7185865
-74.0059728,40.7127753
NA,NA
-86.1349019,40.2671941
NA,NA
NA,NA
-120.7401385,47.7510741
-76.9930319,39.0398315
-117.1610838,32.715738
NA,NA
NA,NA
-95.712891,37.09024
NA,NA
NA,NA
-71.3824374,42.4072107
-93.0899578,44.9537029
-75.6971931,45.4215296
-108.985882,25.7904657
-94.2816148,39.0169509
NA,NA
-83.0457538,42.331427
NA,NA
NA,NA
NA,NA
-95.712891,37.09024
-77.0090505,38.8899389
-95.712891,37.09024
NA,NA
-79.0192997,35.7595731
NA,NA
NA,NA
-77.0368707,38.9071923
-77.0368707,38.9071923
NA,NA
-74.511172,40.3025907
NA,NA
-84.5120196,39.1031182
-71.0588801,42.3600825
NA,NA
-86.1152184,30.7210227
-74.0059728,40.7127753
-95.712891,37.09024
-84.2696449,36.0103561
-75.1969346,39.8422093
NA,NA
-92.1040796,46.7207737
-99.133208,19.4326077
-85.2102605,35.0071276
-84.3879824,33.7489954
-73.9368637,40.8404899
NA,NA
NA,NA
-74.0059728,40.7127753
NA,NA
NA,NA
-117.3008784,34.4263886
-76.7680263,40.2689785
-110.3308814,29.2972247
0.290472,50.768035
-74.0059728,40.7127753
-117.1610838,32.715738
-81.5157535,27.6648274
NA,NA
NA,NA
-95.712891,37.09024
-95.712891,37.09024
-99.133208,19.4326077
NA,NA
-110.9381047,31.3011855
-99.133208,19.4326077
-84.3879824,33.7489954
-102.552784,23.634501
NA,NA
NA,NA
-93.2010367,43.1535728
NA,NA
NA,NA
NA,NA
-93.0899578,44.9537029
-102.552784,23.634501
-99.133208,19.4326077
-103.4067861,25.5428443
NA,NA
NA,NA
-83.3204807,41.3844964
-119.4179324,36.778261
-95.3698028,29.7604267
NA,NA
-92.9593797,44.9238552
NA,NA
-100.9417767,22.1807042
-66.58973,6.42375
-115.1398296,36.1699412
